,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2013-1-1,68.17 %,81.51 %,99.23 %,97.05 %,97.55 %,98.71 %,57.09 %,96.94 %,NULL,74.97 %,55.27 %,21.42 %,52.05 %,99.13 %,92.98 %,98.97 %,84.35 %,100 %
2013-1-2,67.93 %,81.28 %,99.33 %,97.22 %,98.41 %,98.94 %,57.15 %,96.82 %,NULL,74.54 %,55.34 %,21.42 %,27.4 %,98.92 %,92.57 %,98.97 %,85.67 %,99.96 %
2013-1-3,67.68 %,81.28 %,99.38 %,96.44 %,97.98 %,NULL,57.18 %,96.64 %,NULL,74.02 %,55.41 %,21.42 %,30.09 %,99.05 %,NULL,98.79 %,87.04 %,100 %
2013-1-4,67.43 %,80.6 %,99.2 %,95.72 %,97.55 %,NULL,57.23 %,96.46 %,NULL,73.49 %,55.31 %,21.42 %,23.44 %,99.3 %,93.43 %,98.27 %,86.55 %,99.96 %
2013-1-5,67.11 %,80.1 %,99.12 %,95.24 %,97.98 %,NULL,57.23 %,96.33 %,NULL,73.28 %,55.24 %,21.42 %,27.4 %,99.01 %,93.09 %,97.57 %,83.84 %,99.96 %
2013-1-6,66.86 %,79.61 %,99.14 %,94.36 %,96.7 %,NULL,57.26 %,96.21 %,NULL,73.06 %,55.13 %,21.42 %,21.88 %,99.22 %,92.66 %,97.23 %,82.83 %,99.89 %
2013-1-7,66.62 %,79.11 %,99.12 %,94.36 %,97.37 %,NULL,57.29 %,95.97 %,NULL,72.54 %,55.03 %,21.42 %,30.55 %,98.89 %,92 %,96.53 %,82.37 %,100 %
2013-1-8,66.37 %,78.67 %,99.19 %,95.41 %,97.55 %,NULL,57.35 %,96.15 %,NULL,72.44 %,54.93 %,21.42 %,28.05 %,99.02 %,92.56 %,96.02 %,81.97 %,99.58 %
2013-1-9,66.04 %,77.99 %,99.23 %,95.97 %,97.31 %,99.29 %,57.35 %,96.09 %,NULL,71.92 %,54.79 %,21.42 %,24.85 %,99.1 %,93.83 %,95.5 %,82.57 %,99.17 %
2013-1-10,65.8 %,77.45 %,99.19 %,96.55 %,97.74 %,100 %,57.41 %,96.03 %,NULL,71.81 %,54.65 %,21.42 %,28.27 %,99.23 %,94.66 %,94.99 %,83.99 %,98.64 %
2013-1-11,65.55 %,77.27 %,99.14 %,96.19 %,98.17 %,98.94 %,57.32 %,95.97 %,NULL,71.2 %,54.51 %,21.42 %,24.44 %,99.23 %,95.12 %,93.41 %,83.84 %,98.07 %
2013-1-12,65.23 %,76.87 %,99.19 %,95.52 %,98.41 %,97.77 %,56.91 %,95.84 %,NULL,72.54 %,NULL,21.42 %,26.75 %,99.27 %,94.93 %,92.73 %,84.25 %,97.59 %
2013-1-13,64.95 %,76.46 %,99.3 %,95.13 %,98.29 %,96.95 %,56.53 %,95.91 %,NULL,74.64 %,54.41 %,21.42 %,24.85 %,99.19 %,95.71 %,92.39 %,83.89 %,97.1 %
2013-1-14,64.74 %,76.07 %,99.21 %,94.91 %,98.78 %,97.19 %,56.12 %,95.97 %,NULL,76.77 %,54.41 %,21.42 %,25.06 %,99.23 %,95.25 %,93.38 %,82.32 %,96.92 %
2013-1-15,64.41 %,73.37 %,99.17 %,94.38 %,98.23 %,97.07 %,55.69 %,96.33 %,NULL,78.71 %,54.41 %,21.42 %,25.68 %,99.32 %,94.31 %,94.41 %,83.54 %,96.43 %
2013-1-16,64.09 %,72.89 %,99.28 %,94.94 %,98.59 %,96.95 %,55.28 %,96.58 %,NULL,80.57 %,55.17 %,21.42 %,26.75 %,99.36 %,93.17 %,94.59 %,84.6 %,95.62 %
2013-1-17,63.68 %,72.42 %,99.42 %,95.19 %,98.65 %,96.84 %,54.87 %,96.76 %,NULL,81.78 %,54.41 %,21.42 %,24.03 %,99.15 %,92.11 %,93.9 %,85.67 %,95.07 %
2013-1-18,63.28 %,71.81 %,99.34 %,95.05 %,98.72 %,96.95 %,54.41 %,96.88 %,NULL,83.32 %,54.41 %,21.42 %,24.85 %,99.06 %,91.76 %,93.21 %,86.63 %,94.88 %
2013-1-19,62.87 %,71.56 %,99.34 %,94.97 %,98.04 %,97.19 %,54.12 %,96.94 %,NULL,84.78 %,54.41 %,21.42 %,29.17 %,99.19 %,91.76 %,92.53 %,85.82 %,94.4 %
2013-1-20,62.55 %,71.12 %,99.34 %,94.88 %,96.94 %,97.19 %,54.12 %,96.94 %,NULL,86.36 %,54.41 %,21.42 %,24.23 %,99.15 %,91.68 %,91.5 %,86.94 %,93.9 %
2013-1-21,62.15 %,70.73 %,99.33 %,94.94 %,97.31 %,97.3 %,53.26 %,96.88 %,NULL,87.82 %,54.41 %,21.42 %,28.27 %,98.89 %,91.55 %,90.65 %,87.74 %,93.31 %
2013-1-22,61.82 %,70.26 %,99.34 %,94.63 %,97.13 %,97.3 %,52.77 %,96.82 %,NULL,83.78 %,54.41 %,21.42 %,20.75 %,98.89 %,91.39 %,89.81 %,86.58 %,92.66 %
