,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2017-1-1,56.96 %,79.01 %,86.4 %,96.22 %,94.26 %,67.83 %,85.96 %,83.52 %,2.6 %,76.24 %,82.25 %,13.02 %,8.3 %,87.27 %,NULL,94.08 %,96.5 %,77.4 %
2017-1-2,56.39 %,78.48 %,85.82 %,96.14 %,95 %,67.83 %,85.99 %,83.14 %,2.6 %,75.69 %,81.97 %,13.02 %,7.74 %,87.04 %,NULL,94.08 %,96.62 %,77.02 %
2017-1-3,55.67 %,78 %,85.24 %,96.01 %,94.88 %,67.62 %,86.03 %,NULL,2.6 %,75.04 %,81.69 %,13.02 %,5.97 %,86.61 %,89.81 %,94.08 %,95.98 %,76.63 %
2017-1-4,55.1 %,77.34 %,84.69 %,95.8 %,95.93 %,67.51 %,86.07 %,NULL,2.6 %,74.5 %,81.41 %,13.02 %,7.43 %,86.18 %,89.68 %,94.44 %,94.62 %,76.25 %
2017-1-5,54.46 %,76.81 %,84.14 %,95.72 %,96.24 %,67.19 %,86.1 %,81.91 %,2.6 %,73.97 %,81.13 %,13.02 %,10.55 %,85.86 %,89.52 %,94.62 %,93.77 %,75.83 %
2017-1-6,53.9 %,76.24 %,83.61 %,95.48 %,96.49 %,67.09 %,86.14 %,81.51 %,2.6 %,73.33 %,80.85 %,13.02 %,12.59 %,85.47 %,89.31 %,94.26 %,93.43 %,75.51 %
2017-1-7,53.34 %,75.67 %,83.03 %,95.17 %,96.37 %,66.88 %,86.18 %,81.1 %,2.6 %,72.9 %,80.58 %,13.02 %,17.29 %,85.05 %,89.03 %,93.73 %,92.36 %,75.14 %
2017-1-8,52.86 %,75.01 %,82.49 %,95.09 %,95.25 %,66.66 %,86.21 %,80.69 %,2.6 %,72.48 %,80.25 %,13.02 %,22.25 %,84.47 %,88.71 %,93.03 %,92.87 %,74.76 %
2017-1-9,52.47 %,74.26 %,81.92 %,95.17 %,96.05 %,66.35 %,86.25 %,80.28 %,2.6 %,72.06 %,79.98 %,13.02 %,25.27 %,83.93 %,88.35 %,92.15 %,93.54 %,74.42 %
2017-1-10,51.99 %,73.56 %,81.37 %,94.78 %,96.37 %,66.16 %,86.28 %,79.82 %,2.6 %,71.42 %,79.65 %,13.02 %,23.39 %,83.55 %,87.95 %,91.62 %,93.6 %,74.01 %
2017-1-11,51.52 %,73 %,80.8 %,94.28 %,95.93 %,65.97 %,86.32 %,79.41 %,2.6 %,70.8 %,79.33 %,13.02 %,16.9 %,83.09 %,87.51 %,91.1 %,93.49 %,73.58 %
2017-1-12,51.04 %,72.49 %,80.22 %,93.84 %,95.81 %,65.67 %,86.35 %,79 %,2.6 %,70.07 %,79.06 %,13.02 %,10.68 %,82.67 %,87.23 %,90.4 %,93.32 %,73.26 %
