,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2010-1-1,62.36 %,57.7 %,42.46 %,NULL,NULL,43.03 %,40.11 %,36.19 %,NULL,38.1 %,56.1 %,91.03 %,10.94 %,76.63 %,90.62 %,65.23 %,NULL,60.49 %
2010-1-2,62.2 %,57.34 %,42.35 %,NULL,NULL,42.87 %,40.16 %,35.96 %,NULL,37.44 %,55.92 %,91.03 %,12.17 %,76.77 %,90.59 %,66.43 %,NULL,60.3 %
2010-1-3,61.87 %,57.01 %,42.48 %,NULL,NULL,42.87 %,40.3 %,36.87 %,NULL,36.81 %,55.71 %,91.03 %,13.55 %,77.41 %,90.62 %,67.1 %,NULL,60.65 %
2010-1-4,61.63 %,56.81 %,44.49 %,NULL,NULL,43.41 %,40.32 %,37.81 %,NULL,36.24 %,55.57 %,91.03 %,10.54 %,77.84 %,90.59 %,68.03 %,NULL,60.93 %
2010-1-5,61.31 %,56.45 %,44.99 %,NULL,NULL,43.48 %,40.37 %,38.25 %,NULL,35.67 %,55.35 %,91.03 %,10.24 %,78.02 %,90.56 %,68.17 %,NULL,60.79 %
2010-1-6,60.99 %,56.09 %,45.02 %,NULL,NULL,43.41 %,40.4 %,38.43 %,NULL,35.03 %,55.14 %,91.03 %,11.61 %,78.16 %,90.59 %,68.17 %,NULL,60.6 %
2010-1-7,60.75 %,55.68 %,44.99 %,NULL,NULL,43.41 %,40.46 %,38.63 %,NULL,34.57 %,54.96 %,91.03 %,13.14 %,78.37 %,90.75 %,67.9 %,NULL,60.57 %
2010-1-8,60.51 %,55.28 %,45.03 %,NULL,NULL,43.48 %,40.54 %,38.77 %,NULL,33.99 %,54.74 %,89.73 %,14.77 %,79.02 %,91.78 %,67.63 %,NULL,61.07 %
2010-1-9,60.35 %,54.92 %,45.86 %,NULL,NULL,43.97 %,39.74 %,39.56 %,NULL,33.36 %,54.56 %,88.57 %,9.28 %,79.71 %,91.62 %,67.63 %,NULL,61.2 %
2010-1-10,60.19 %,54.65 %,46.4 %,NULL,NULL,44.2 %,40.63 %,40.08 %,NULL,32.73 %,54.39 %,87.26 %,11.1 %,80.08 %,91.64 %,68.03 %,NULL,61.2 %
2010-1-11,59.87 %,54.29 %,46.65 %,NULL,NULL,44.27 %,40.63 %,40.55 %,NULL,32.1 %,54.17 %,85.96 %,10.39 %,80.29 %,91.35 %,68.03 %,NULL,61.18 %
2010-1-12,59.55 %,53.9 %,46.75 %,NULL,NULL,44.12 %,40.44 %,40.74 %,NULL,31.69 %,53.92 %,84.66 %,15.25 %,80.51 %,90.83 %,69.1 %,NULL,61.07 %
2010-1-13,59.32 %,53.47 %,46.96 %,NULL,NULL,44.05 %,40.23 %,40.77 %,NULL,32.67 %,53.67 %,83.5 %,8.33 %,80.73 %,90.62 %,69.37 %,NULL,60.95 %
2010-1-14,59.08 %,53.04 %,47.04 %,NULL,NULL,43.89 %,39.98 %,40.66 %,NULL,33.87 %,53.42 %,82.34 %,11.79 %,80.99 %,90.33 %,69.77 %,NULL,60.82 %
2010-1-15,58.76 %,52.68 %,47.01 %,NULL,NULL,43.74 %,39.72 %,40.51 %,NULL,35.08 %,53.17 %,81.19 %,10.01 %,81.03 %,89.8 %,69.77 %,NULL,60.65 %
2010-1-16,58.44 %,52.33 %,46.93 %,NULL,NULL,43.56 %,39.47 %,40.33 %,NULL,36.18 %,52.92 %,80.03 %,11.79 %,81.06 %,88.39 %,70.03 %,NULL,60.49 %
2010-1-17,58.13 %,51.94 %,46.82 %,NULL,NULL,43.26 %,39.24 %,40.08 %,NULL,37.33 %,52.7 %,78.87 %,11.79 %,81.17 %,87.56 %,69.77 %,NULL,60.27 %
2010-1-18,58.08 %,51.59 %,46.71 %,NULL,NULL,43.03 %,38.97 %,39.8 %,NULL,38.56 %,52.52 %,77.71 %,13.55 %,80.95 %,87.43 %,69.5 %,NULL,60 %
