,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2003-1-1,65.1 %,NULL,NULL,NULL,NULL,54.14 %,NULL,61.01 %,NULL,NULL,NULL,NULL,64.7 %,NULL,NULL,NULL,NULL,NULL
2003-1-2,64.79 %,NULL,NULL,NULL,NULL,54.03 %,NULL,60.84 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-3,64.4 %,NULL,NULL,NULL,NULL,53.94 %,NULL,60.72 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-4,64.08 %,NULL,NULL,NULL,NULL,53.85 %,NULL,60.59 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-5,63.77 %,NULL,NULL,NULL,NULL,53.76 %,NULL,60.42 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-6,63.37 %,NULL,NULL,NULL,NULL,53.59 %,NULL,60.3 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-7,63.06 %,NULL,NULL,NULL,NULL,53.68 %,NULL,60.17 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-8,62.66 %,NULL,NULL,NULL,NULL,53.85 %,NULL,60.09 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-9,62.19 %,NULL,NULL,NULL,NULL,53.85 %,NULL,59.92 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-10,61.72 %,NULL,NULL,NULL,NULL,53.76 %,NULL,59.72 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-11,61.25 %,NULL,NULL,NULL,NULL,53.68 %,NULL,59.51 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-12,60.77 %,NULL,NULL,NULL,NULL,53.5 %,NULL,59.26 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-13,60.38 %,NULL,NULL,NULL,NULL,53.42 %,NULL,58.97 %,NULL,NULL,NULL,NULL,NULL,100 %,NULL,NULL,NULL,100 %
2003-1-14,60.06 %,NULL,NULL,NULL,NULL,53.24 %,NULL,58.64 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-15,59.83 %,NULL,NULL,NULL,NULL,53.06 %,NULL,58.31 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-16,59.59 %,NULL,NULL,NULL,NULL,52.97 %,NULL,57.94 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-17,59.28 %,NULL,NULL,NULL,NULL,52.81 %,NULL,57.6 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-18,58.96 %,NULL,NULL,NULL,NULL,52.63 %,NULL,57.23 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-19,66.53 %,NULL,NULL,NULL,NULL,52.45 %,NULL,56.86 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-20,58.33 %,NULL,NULL,NULL,NULL,52.28 %,40.6 %,56.44 %,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2003-1-21,58.03 %,NULL,NULL,NULL,NULL,52.1 %,40.62 %,56.07 %,NULL,49.86 %,67.64 %,NULL,71.38 %,59.34 %,67.24 %,NULL,NULL,67.41 %
2003-1-22,57.8 %,NULL,NULL,NULL,NULL,52.1 %,39.75 %,55.66 %,NULL,53.11 %,67.39 %,NULL,73.22 %,59.09 %,66.83 %,NULL,NULL,67.29 %
2003-1-23,57.72 %,NULL,NULL,NULL,NULL,52.1 %,39.23 %,55.49 %,NULL,NULL,67.13 %,NULL,75.95 %,58.69 %,66.33 %,NULL,NULL,67.14 %
2003-1-24,57.54 %,NULL,NULL,NULL,NULL,52.02 %,39.27 %,55.12 %,NULL,55.89 %,NULL,NULL,75.95 %,58.32 %,65.95 %,NULL,NULL,66.96 %
2003-1-25,57.27 %,NULL,NULL,NULL,NULL,51.66 %,39.29 %,54.71 %,NULL,54.88 %,NULL,NULL,76.27 %,58.1 %,NULL,NULL,NULL,66.79 %
2003-1-26,56.96 %,NULL,NULL,NULL,NULL,51.58 %,39.34 %,54.33 %,NULL,54.29 %,66.34 %,NULL,76.27 %,57.71 %,NULL,NULL,NULL,66.47 %
2003-1-27,56.66 %,NULL,NULL,NULL,NULL,51.58 %,NULL,54 %,NULL,56.48 %,66.08 %,NULL,77.53 %,57.54 %,NULL,NULL,NULL,65.98 %
2003-1-28,56.28 %,NULL,NULL,NULL,NULL,51.4 %,38.88 %,53.75 %,NULL,55.47 %,65.8 %,NULL,74.32 %,57.26 %,64.24 %,NULL,NULL,66.04 %
2003-1-29,56.05 %,83.28 %,NULL,NULL,NULL,51.49 %,38.9 %,53.38 %,NULL,54.63 %,65.51 %,NULL,69.75 %,56.87 %,63.77 %,NULL,NULL,65.86 %
2003-1-30,55.8 %,82.87 %,NULL,NULL,NULL,51.23 %,38.92 %,53.38 %,NULL,53.71 %,65.22 %,NULL,66.27 %,56.57 %,63.3 %,NULL,NULL,65.69 %
2003-1-31,55.59 %,82.46 %,NULL,NULL,NULL,50.7 %,38.61 %,52.62 %,NULL,54.46 %,64.93 %,NULL,64.06 %,56.24 %,62.75 %,NULL,NULL,65.52 %
2003-2-1,55.29 %,82.04 %,NULL,NULL,NULL,50.44 %,38.63 %,52.29 %,NULL,53.71 %,64.64 %,NULL,61.54 %,55.85 %,62.38 %,NULL,NULL,65.03 %
2003-2-2,54.98 %,81.74 %,NULL,NULL,NULL,50.18 %,38.65 %,51.94 %,NULL,53.03 %,64.35 %,NULL,62.8 %,55.63 %,61.88 %,NULL,NULL,64.86 %
2003-2-3,54.75 %,81.4 %,NULL,NULL,NULL,50 %,38.67 %,51.65 %,NULL,52.11 %,64.06 %,NULL,63.75 %,55.36 %,61.53 %,NULL,NULL,65 %
2003-2-4,54.52 %,81.07 %,NULL,NULL,NULL,49.82 %,37.85 %,51.43 %,NULL,55.39 %,63.77 %,NULL,63.12 %,55.14 %,61.18 %,NULL,NULL,64.97 %
2003-2-5,54.37 %,80.69 %,NULL,NULL,NULL,49.65 %,37 %,51.01 %,NULL,59.18 %,NULL,NULL,64.7 %,54.79 %,60.83 %,NULL,NULL,64.54 %
2003-2-6,54.14 %,80.32 %,NULL,NULL,NULL,49.65 %,38.65 %,50.64 %,NULL,63.19 %,63.19 %,NULL,64.06 %,54.54 %,60.4 %,NULL,NULL,64.4 %
2003-2-7,53.92 %,79.94 %,NULL,NULL,NULL,49.48 %,35.24 %,50.22 %,NULL,67.31 %,62.95 %,NULL,63.12 %,54.19 %,59.92 %,NULL,NULL,2.49 %
2003-2-8,53.69 %,79.56 %,NULL,NULL,NULL,49.39 %,34.33 %,49.85 %,NULL,71.28 %,62.68 %,NULL,59.96 %,53.84 %,NULL,NULL,NULL,63.99 %
2003-2-9,53.46 %,79.26 %,NULL,NULL,NULL,49.65 %,33.44 %,49.7 %,NULL,74.83 %,62.4 %,NULL,64.38 %,53.54 %,NULL,NULL,NULL,63.91 %
2003-2-10,53.23 %,78.92 %,NULL,NULL,NULL,49.65 %,32.57 %,49.4 %,NULL,79.09 %,62.13 %,NULL,64.38 %,53.17 %,58.51 %,NULL,NULL,63.83 %
2003-2-11,53 %,78.51 %,NULL,NULL,NULL,49.65 %,32.11 %,49.07 %,NULL,81.07 %,61.86 %,NULL,62.8 %,52.8 %,58 %,NULL,NULL,63.74 %
2003-2-12,52.77 %,78.1 %,NULL,NULL,NULL,49.57 %,32.13 %,48.69 %,NULL,77.62 %,61.59 %,NULL,61.54 %,52.45 %,57.5 %,NULL,NULL,63.71 %
2003-2-13,52.54 %,77.72 %,NULL,NULL,NULL,49.48 %,32.15 %,48.39 %,NULL,73.87 %,61.31 %,NULL,57.12 %,51.89 %,57.01 %,NULL,NULL,63.35 %
2003-2-14,52.32 %,77.38 %,NULL,NULL,NULL,49.3 %,31.27 %,47.94 %,NULL,73.78 %,61.04 %,NULL,NULL,51.42 %,56.59 %,NULL,NULL,62.9 %
2003-2-15,52.09 %,77.08 %,NULL,NULL,NULL,49.21 %,30.6 %,47.53 %,NULL,73.78 %,60.73 %,NULL,60.28 %,51.05 %,56.25 %,NULL,NULL,62.48 %
2003-2-16,51.86 %,76.77 %,NULL,NULL,NULL,48.86 %,30.62 %,47.08 %,NULL,69.93 %,60.43 %,NULL,56.49 %,50.69 %,55.74 %,NULL,NULL,62.09 %
2003-2-17,51.63 %,76.44 %,NULL,NULL,NULL,48.86 %,30.64 %,46.67 %,NULL,66.11 %,60.12 %,NULL,52.7 %,50.14 %,55.29 %,NULL,NULL,61.64 %
2003-2-18,51.33 %,76.09 %,NULL,NULL,NULL,48.69 %,29.96 %,45.99 %,NULL,65.01 %,59.81 %,NULL,54.6 %,49.29 %,54.78 %,NULL,NULL,61.17 %
2003-2-19,51.02 %,75.72 %,NULL,NULL,NULL,48.6 %,29.01 %,45.26 %,NULL,65.93 %,59.51 %,NULL,52.7 %,48.53 %,54.28 %,NULL,NULL,60.75 %
2003-2-20,50.79 %,75.35 %,NULL,NULL,NULL,48.34 %,28.06 %,44.56 %,NULL,66.66 %,59.2 %,NULL,52.39 %,48 %,53.75 %,NULL,NULL,60.35 %
2003-2-21,50.5 %,74.97 %,NULL,NULL,NULL,48.25 %,27.13 %,43.82 %,NULL,67.49 %,57.71 %,NULL,55.54 %,47.37 %,53.2 %,NULL,NULL,59.88 %
2003-2-22,50.21 %,74.54 %,NULL,NULL,NULL,47.9 %,26.49 %,43.12 %,NULL,67.39 %,58.62 %,NULL,63.75 %,46.62 %,52.72 %,NULL,NULL,59.5 %
2003-2-23,49.91 %,74.04 %,NULL,NULL,NULL,47.9 %,26.51 %,42.41 %,NULL,63.46 %,58.35 %,NULL,69.75 %,45.85 %,52.32 %,NULL,NULL,59.06 %
2003-2-24,49.62 %,73.54 %,NULL,NULL,NULL,47.64 %,26.53 %,41.71 %,NULL,59.26 %,58.04 %,NULL,70.06 %,45.19 %,51.65 %,NULL,NULL,58.6 %
2003-2-25,49.33 %,73.05 %,NULL,NULL,NULL,47.46 %,25.62 %,40.97 %,NULL,59.18 %,57.74 %,NULL,66.27 %,44.43 %,51.08 %,NULL,NULL,58.14 %
2003-2-26,49.04 %,72.59 %,NULL,NULL,NULL,47.2 %,24.69 %,40.21 %,NULL,59.89 %,57.43 %,NULL,68.8 %,43.52 %,50.5 %,NULL,NULL,57.69 %
2003-2-27,48.67 %,72.15 %,NULL,NULL,NULL,47.03 %,23.74 %,39.46 %,NULL,61.36 %,57.12 %,NULL,68.8 %,42.8 %,50.01 %,NULL,NULL,57.26 %
2003-2-28,48.31 %,71.77 %,NULL,NULL,NULL,46.85 %,22.8 %,38.62 %,NULL,62.82 %,56.82 %,NULL,70.06 %,42.21 %,49.5 %,NULL,NULL,56.79 %
2003-3-1,47.94 %,71.4 %,NULL,NULL,NULL,46.59 %,21.88 %,37.9 %,NULL,64.19 %,56.51 %,NULL,68.8 %,41.55 %,48.93 %,NULL,NULL,56.36 %
