,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2011-1-1,68.87 %,NULL,65.92 %,NULL,NULL,71.06 %,74.74 %,68.62 %,NULL,74.26 %,79.61 %,55.95 %,20.83 %,86.92 %,NULL,NULL,NULL,63.42 %
2011-1-2,68.63 %,78.29 %,65.59 %,NULL,NULL,70.92 %,74.77 %,68.15 %,NULL,73.49 %,79.35 %,55.95 %,24.89 %,86.42 %,NULL,95.15 %,NULL,62.93 %
2011-1-3,68.3 %,77.83 %,64.47 %,NULL,NULL,70.81 %,74.83 %,67.68 %,NULL,72.82 %,79.18 %,55.95 %,26.61 %,85.92 %,NULL,95.3 %,NULL,62.41 %
2011-1-4,68.05 %,77.38 %,63.93 %,NULL,NULL,70.71 %,74.68 %,67.22 %,NULL,73.01 %,78.96 %,55.95 %,38.88 %,85.51 %,NULL,95 %,NULL,61.91 %
2011-1-5,67.72 %,76.97 %,63.43 %,NULL,NULL,70.71 %,74.74 %,66.7 %,NULL,72.33 %,78.79 %,55.95 %,37.49 %,85.09 %,NULL,94.81 %,NULL,61.44 %
2011-1-6,67.48 %,76.51 %,62.97 %,NULL,NULL,70.6 %,74.58 %,66.18 %,NULL,72.62 %,78.58 %,55.95 %,35.67 %,85.28 %,NULL,94.24 %,NULL,60.9 %
2011-1-7,67.31 %,80.69 %,62.47 %,NULL,NULL,70.5 %,74.65 %,65.68 %,NULL,72.05 %,78.36 %,55.17 %,33.01 %,85.89 %,NULL,93.93 %,NULL,60.37 %
2011-1-8,67.23 %,80.28 %,61.99 %,NULL,NULL,70.4 %,74.52 %,65.23 %,NULL,72.33 %,78.24 %,54.29 %,39.38 %,83.92 %,NULL,93.49 %,NULL,60.11 %
2011-1-9,66.98 %,79.88 %,61.54 %,NULL,NULL,70.4 %,74.55 %,64.74 %,NULL,71.57 %,78.02 %,53.42 %,42.67 %,83.51 %,NULL,93.04 %,NULL,59.84 %
2011-1-10,66.74 %,79.47 %,61.07 %,100 %,NULL,70.29 %,74.39 %,64.24 %,NULL,71.95 %,77.3 %,52.63 %,51.45 %,82.73 %,NULL,92.74 %,NULL,59.34 %
