,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2014-1-1,54.73 %,65.83 %,99.66 %,98.3 %,99.11 %,89.58 %,63.36 %,88.36 %,NULL,68.33 %,79.86 %,29.23 %,18.22 %,98.76 %,95.68 %,89.47 %,96.35 %,92.62 %
2014-1-2,54.42 %,65.37 %,99.73 %,98.27 %,100 %,89.69 %,63.39 %,88.42 %,NULL,67.51 %,80.22 %,29.23 %,19.54 %,98.13 %,95.28 %,88.63 %,96.72 %,92.66 %
2014-1-3,54.11 %,64.91 %,99.76 %,98.59 %,100 %,89.69 %,63.42 %,89.08 %,NULL,66.71 %,79.34 %,29.23 %,18.38 %,98.85 %,95.01 %,87.63 %,97.21 %,92.73 %
2014-1-4,53.87 %,64.45 %,99.76 %,98.5 %,100 %,89.58 %,63.48 %,89.2 %,NULL,65.91 %,79.03 %,29.23 %,18.53 %,98.72 %,94.71 %,87.12 %,97.52 %,92.73 %
2014-1-5,53.48 %,63.94 %,99.64 %,97.87 %,99.36 %,89.58 %,63.51 %,89.2 %,NULL,65.22 %,78.76 %,29.23 %,20.58 %,98.93 %,94.37 %,86.29 %,97.7 %,92.73 %
2014-1-6,53.17 %,63.44 %,99.69 %,98.02 %,100 %,89.46 %,62.99 %,NULL,NULL,64.73 %,78.49 %,29.23 %,20.06 %,98.72 %,94.02 %,85.96 %,98.07 %,92.73 %
2014-1-7,52.78 %,62.98 %,99.71 %,98.7 %,99.17 %,89.46 %,62.11 %,89.14 %,NULL,67.82 %,78.22 %,28.07 %,20.77 %,98.85 %,93.65 %,85.3 %,98.45 %,92.73 %
2014-1-8,52.47 %,62.57 %,99.79 %,98.84 %,99.24 %,89.46 %,61.2 %,89.08 %,NULL,72.34 %,77.95 %,26.77 %,19.03 %,98.72 %,93.3 %,84.97 %,98.07 %,92.66 %
2014-1-9,52.16 %,62.13 %,99.71 %,98.56 %,100 %,89.46 %,60.54 %,88.96 %,NULL,76.67 %,77.68 %,25.47 %,21.51 %,98.81 %,93.01 %,84.47 %,98.07 %,92.41 %
2014-1-10,51.77 %,61.52 %,99.74 %,98.76 %,100 %,89.34 %,60.57 %,88.78 %,NULL,78.39 %,77.42 %,24.17 %,21.69 %,98.51 %,92.77 %,83.81 %,98.01 %,92.45 %
2014-1-11,51.46 %,61.2 %,99.79 %,98.67 %,99.75 %,89.22 %,60.59 %,88.6 %,NULL,77.42 %,77.15 %,22.86 %,21.32 %,98.47 %,92.61 %,83.16 %,97.89 %,92.45 %
