,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2004-1-1,78.33 %,100 %,NULL,NULL,NULL,55.34 %,18.29 %,41.1 %,NULL,44.27 %,90.35 %,72.36 %,61.28 %,34.27 %,74.33 %,NULL,NULL,58.25 %
2004-1-2,77.75 %,100 %,NULL,NULL,NULL,55.07 %,18.32 %,40.74 %,NULL,43.68 %,90.04 %,72.36 %,62.59 %,33.91 %,73.83 %,NULL,NULL,58.14 %
2004-1-3,77.16 %,100 %,NULL,NULL,NULL,54.8 %,18.36 %,40.33 %,NULL,43.13 %,89.78 %,72.36 %,62.28 %,33.43 %,73.44 %,NULL,NULL,57.82 %
2004-1-4,76.58 %,100 %,NULL,NULL,NULL,54.44 %,18.4 %,39.9 %,NULL,42.67 %,89.52 %,72.36 %,75.58 %,33.14 %,72.89 %,NULL,NULL,57.45 %
2004-1-5,75.99 %,100 %,NULL,NULL,NULL,54.09 %,18.43 %,39.43 %,NULL,42.15 %,89.17 %,72.36 %,81.95 %,32.7 %,72.37 %,NULL,NULL,57.13 %
2004-1-6,75.41 %,100 %,NULL,NULL,NULL,53.82 %,18.47 %,38.96 %,NULL,41.62 %,88.91 %,70.91 %,82.68 %,32.29 %,71.87 %,NULL,NULL,56.76 %
2004-1-7,74.82 %,100 %,NULL,NULL,NULL,53.46 %,18.51 %,38.48 %,NULL,41.11 %,88.6 %,69.61 %,79.48 %,31.84 %,71.28 %,NULL,NULL,56.44 %
2004-1-8,74.24 %,100 %,NULL,NULL,NULL,53.1 %,18.54 %,38.02 %,NULL,40.59 %,88.25 %,68.45 %,82.32 %,30.95 %,70.76 %,NULL,NULL,56.71 %
2004-1-9,73.67 %,100 %,NULL,NULL,NULL,52.74 %,18.55 %,37.6 %,NULL,40.06 %,87.9 %,67.87 %,73.16 %,30.47 %,70.22 %,NULL,NULL,56.47 %
2004-1-10,73.19 %,100 %,NULL,NULL,NULL,52.38 %,18.49 %,37.22 %,NULL,40 %,87.64 %,66.71 %,65.27 %,30.11 %,69.71 %,NULL,NULL,56.07 %
2004-1-11,72.62 %,100 %,NULL,NULL,NULL,52.02 %,18.52 %,36.77 %,NULL,39.53 %,87.29 %,65.27 %,69.01 %,29.63 %,69.27 %,NULL,NULL,55.78 %
2004-1-12,72.05 %,100 %,NULL,NULL,NULL,51.66 %,18.55 %,36.36 %,NULL,39.02 %,87.03 %,63.97 %,74.53 %,29.28 %,68.69 %,NULL,NULL,55.44 %
2004-1-13,71.48 %,100 %,NULL,NULL,NULL,51.34 %,17.97 %,35.97 %,NULL,39.87 %,86.68 %,62.81 %,77.69 %,28.89 %,68.2 %,NULL,NULL,55.08 %
2004-1-14,71.08 %,100 %,NULL,NULL,NULL,51.03 %,17.01 %,35.56 %,NULL,44.12 %,86.33 %,61.79 %,81.26 %,28.33 %,67.65 %,NULL,NULL,54.78 %
2004-1-15,70.75 %,100 %,NULL,NULL,NULL,50.79 %,16.01 %,35.17 %,NULL,48.63 %,86.08 %,60.49 %,83.79 %,27.83 %,67.06 %,NULL,NULL,54.34 %
2004-1-16,70.35 %,100 %,NULL,NULL,NULL,50.48 %,14.97 %,34.76 %,NULL,53.03 %,85.79 %,59.33 %,80.53 %,27.39 %,66.53 %,NULL,NULL,54.01 %
2004-1-17,70.02 %,100 %,NULL,NULL,NULL,50.17 %,14.28 %,34.33 %,NULL,56.39 %,85.5 %,59.33 %,77 %,26.87 %,65.95 %,NULL,NULL,53.72 %
2004-1-18,69.7 %,100 %,NULL,NULL,NULL,49.86 %,14.29 %,33.84 %,NULL,55.64 %,85.17 %,59.33 %,72.11 %,26.66 %,65.36 %,NULL,NULL,53.36 %
2004-1-19,69.21 %,100 %,NULL,NULL,NULL,49.55 %,14.31 %,33.4 %,NULL,54.88 %,84.85 %,59.33 %,75.27 %,26.27 %,64.73 %,NULL,NULL,52.92 %
2004-1-20,68.72 %,100 %,NULL,NULL,NULL,49.39 %,13.23 %,32.98 %,NULL,58.33 %,85.44 %,59.33 %,77 %,25.9 %,64.22 %,NULL,NULL,52.94 %
2004-1-21,68.4 %,100 %,NULL,NULL,NULL,49.31 %,12.52 %,32.75 %,NULL,61.54 %,84.27 %,59.33 %,81.63 %,25.38 %,64.06 %,NULL,NULL,53.11 %
2004-1-22,67.99 %,100 %,NULL,NULL,NULL,49.16 %,12.56 %,32.54 %,NULL,60.72 %,83.94 %,59.33 %,79.84 %,25.38 %,64.22 %,NULL,NULL,52.96 %
2004-1-23,67.67 %,100 %,NULL,NULL,NULL,49 %,12.59 %,32.34 %,NULL,59.99 %,83.62 %,59.33 %,77.69 %,25.15 %,64.04 %,NULL,NULL,52.74 %
2004-1-24,67.34 %,100 %,NULL,NULL,NULL,48.85 %,12.62 %,32.09 %,NULL,59.26 %,83.29 %,59.33 %,76.64 %,25.06 %,64.08 %,NULL,NULL,52.47 %
2004-1-25,67.02 %,100 %,NULL,NULL,NULL,48.61 %,12.65 %,31.9 %,NULL,58.58 %,82.96 %,59.19 %,75.58 %,24.98 %,64.26 %,NULL,NULL,52.17 %
2004-1-26,66.77 %,100 %,NULL,NULL,NULL,48.46 %,12.67 %,31.65 %,NULL,57.91 %,82.63 %,59.19 %,73.85 %,24.78 %,64.35 %,NULL,NULL,52 %
2004-1-27,66.21 %,100 %,NULL,NULL,NULL,48.15 %,12.7 %,31.4 %,NULL,57.24 %,85.88 %,59.19 %,71.43 %,24.62 %,64.28 %,NULL,NULL,52.44 %
2004-1-28,65.66 %,100 %,NULL,NULL,NULL,47.91 %,12.73 %,31.18 %,NULL,56.73 %,81.93 %,59.04 %,74.22 %,24.21 %,63.93 %,NULL,NULL,52.12 %
2004-1-29,65.1 %,100 %,NULL,NULL,NULL,47.76 %,12.76 %,30.9 %,NULL,56.14 %,81.61 %,58.32 %,75.58 %,23.99 %,63.73 %,NULL,NULL,51.8 %
2004-1-30,64.55 %,100 %,NULL,NULL,NULL,47.76 %,12.81 %,30.99 %,NULL,55.56 %,81.32 %,57.6 %,79.84 %,24.08 %,63.53 %,NULL,NULL,52.12 %
2004-1-31,64.08 %,100 %,NULL,NULL,NULL,47.84 %,12.84 %,30.96 %,NULL,54.88 %,80.99 %,57.02 %,81.26 %,24.08 %,63.39 %,NULL,NULL,51.85 %
2004-2-1,63.61 %,100 %,NULL,NULL,NULL,47.68 %,12.86 %,30.77 %,NULL,54.46 %,80.66 %,56.44 %,77.69 %,24.14 %,63.19 %,NULL,NULL,51.6 %
2004-2-2,63.06 %,100 %,NULL,NULL,NULL,47.52 %,12.89 %,30.77 %,NULL,54.04 %,80.34 %,55.72 %,75.58 %,24.07 %,62.91 %,NULL,NULL,51.28 %
